Autor;Ano;Número Emenda;Tipo Emenda;Valor Empenhado;UF;Função;Subfunção;Localidade do Gasto;Data do Empenho
GUILHERME MUSSI FILHO;2024;20249402;Bancada;R$ 492,359,06;BA;Atenção Básica à Saúde;Ensino Fundamental;DF (UF);04/05/2024
GUILHERME MUSSI;2024;20246788;Individual;R$ 4,894,388,03;RS;Educação Infantil;Vigilância Epidemiológica;GO (UF);18/03/2024
BACELAR;2024;20243300;Comissão;R$ 1,189,311,35;RS;Assistência Hospitalar e Ambulatorial;Educação Infantil;SC (UF);18/02/2024
FELIPE BORNIER;2024;20245446;Individual;R$ 4,959,553,75;PR;Ensino Médio;Vigilância Epidemiológica;SC (UF);06/11/2024
JULIO CESAR RIBEIRO;2024;20242946;Bancada;R$ 1,480,774,27;RS;Segurança Pública;Educação Infantil;SC (UF);05/01/2024
ALENCAR SANTANA;2024;20249632;Individual;R$ 4,908,527,44;RS;Assistência Hospitalar e Ambulatorial;Ensino Superior;RS (UF);25/05/2024
CARLOS ZARATTINI;2024;20249532;Bancada;R$ 3,748,169,39;RJ;Educação Infantil;Saneamento Básico;RS (UF);24/07/2024
DEPUTADO DANIEL ALMEIDA;2024;20243456;Bancada;R$ 2,787,804,96;GO;Ensino Médio;Vigilância Epidemiológica;BA (UF);08/06/2024
HERCÍLIO DINIZ;2024;20243745;Individual;R$ 4,350,783,67;DF;Saneamento Básico;Segurança Pública;BA (UF);18/02/2024
ELICORRÊA;2024;20243711;Comissão;R$ 3,323,992,02;PE;Infraestrutura Urbana;Ensino Médio;GO (UF);27/12/2024
DEPUTADO BACELAR;2024;20246119;Individual;R$ 3,251,048,23;RS;Assistência Hospitalar e Ambulatorial;Saneamento Básico;BA (UF);28/03/2024
EDUARDO BARBOSA;2024;20248805;Comissão;R$ 1,520,507,50;RS;Ensino Fundamental;Saneamento Básico;SC (UF);17/09/2024
EDUARDO BARBOSA;2024;20241695;Bancada;R$ 2,163,642,34;GO;Ensino Fundamental;Educação Infantil;PR (UF);23/06/2024
EDUARDO BARBOSA;2024;20244832;Comissão;R$ 2,876,734,15;DF;Segurança Pública;Saneamento Básico;GO (UF);22/01/2024
GUILHERME MUSSI;2024;20245613;Bancada;R$ 771,965,72;PR;Segurança Pública;Atenção Básica à Saúde;MG (UF);10/07/2024
ALENCAR SANTANA;2024;20247149;Bancada;R$ 1,464,220,78;SP;Ensino Médio;Assistência Hospitalar e Ambulatorial;RJ (UF);15/05/2024
GUILHERME MUSSI;2024;20246041;Comissão;R$ 1,524,575,42;PR;Segurança Pública;Ensino Médio;SC (UF);24/08/2024
DEPUTADO ELICORRÊA;2024;20244492;Individual;R$ 2,183,030,13;MG;Infraestrutura Urbana;Saneamento Básico;PR (UF);21/05/2024
HERCÍLIO DINIZ;2024;20243795;Bancada;R$ 4,560,872,66;DF;Ensino Superior;Infraestrutura Urbana;BA (UF);27/04/2024
FELIPE BORNIER;2024;20249151;Bancada;R$ 2,248,713,34;MG;Ensino Superior;Infraestrutura Urbana;RS (UF);02/05/2024
HERCÍLIO DINIZ FILHO;2024;20246908;Comissão;R$ 4,101,554,85;RS;Infraestrutura Urbana;Segurança Pública;PR (UF);21/04/2024
CARLOS ZARATTINI;2024;20247021;Individual;R$ 3,306,124,07;RJ;Assistência Hospitalar e Ambulatorial;Ensino Superior;SP (UF);03/09/2024
JULIO CESAR RIBEIRO FILHO;2024;20249165;Comissão;R$ 3,799,517,99;PR;Segurança Pública;Educação Infantil;DF (UF);01/04/2024
DEPUTADO HERCÍLIO DINIZ;2024;20246468;Bancada;R$ 4,294,862,42;GO;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;PE (UF);13/11/2024
JULIO CESAR RIBEIRO;2024;20248262;Bancada;R$ 3,897,905,36;RS;Infraestrutura Urbana;Ensino Superior;SC (UF);12/12/2024
HERCÍLIO DINIZ;2024;20241400;Bancada;R$ 58,405,81;RS;Ensino Superior;Assistência Hospitalar e Ambulatorial;RJ (UF);11/05/2024
GUILHERME MUSSI;2024;20249905;Comissão;R$ 3,562,878,52;PE;Infraestrutura Urbana;Ensino Fundamental;RS (UF);03/06/2024
BACELAR;2024;20249645;Bancada;R$ 1,791,055,99;MG;Segurança Pública;Educação Infantil;MG (UF);03/12/2024
DEPUTADO FELIPE BORNIER;2024;20245906;Bancada;R$ 2,496,438,75;PR;Vigilância Epidemiológica;Educação Infantil;RS (UF);25/10/2024
ALENCAR SANTANA;2024;20249605;Comissão;R$ 3,264,805,05;PR;Assistência Hospitalar e Ambulatorial;Educação Infantil;MG (UF);07/12/2024
DANIEL ALMEIDA;2024;20244204;Individual;R$ 638,713,15;BA;Assistência Hospitalar e Ambulatorial;Infraestrutura Urbana;GO (UF);10/10/2024
DEPUTADO ALENCAR SANTANA;2024;20244823;Individual;R$ 1,337,717,34;RS;Segurança Pública;Infraestrutura Urbana;SP (UF);04/09/2024
ALENCAR SANTANA;2024;20246886;Comissão;R$ 4,026,476,21;DF;Educação Infantil;Ensino Superior;SC (UF);27/02/2024
DEPUTADO GUILHERME MUSSI;2024;20244767;Individual;R$ 4,810,174,13;BA;Vigilância Epidemiológica;Infraestrutura Urbana;RS (UF);23/02/2024
EDUARDO BARBOSA;2024;20241582;Bancada;R$ 4,079,615,37;BA;Ensino Superior;Assistência Hospitalar e Ambulatorial;DF (UF);01/09/2024
ALENCAR SANTANA;2024;20245207;Individual;R$ 3,498,437,09;PR;Ensino Fundamental;Educação Infantil;GO (UF);02/08/2024
CARLOS ZARATTINI;2024;20248658;Bancada;R$ 1,605,642,57;PE;Educação Infantil;Assistência Hospitalar e Ambulatorial;BA (UF);03/02/2024
JULIO CESAR RIBEIRO;2024;20241879;Individual;R$ 559,028,80;RJ;Educação Infantil;Assistência Hospitalar e Ambulatorial;PE (UF);07/01/2024
ELICORRÊA;2024;20243419;Bancada;R$ 1,886,848,40;SC;Saneamento Básico;Ensino Fundamental;PE (UF);14/11/2024
ELICORRÊA;2024;20248092;Individual;R$ 549,838,02;SP;Ensino Médio;Vigilância Epidemiológica;BA (UF);05/07/2024
